symbol,name,ccu_slug,market_cap_rank
BOR1,Tronbor,tronbor,
BOR2,BitCollar,bitcollar,
BOSE,Bose Token,bose-token,
BOT3,BosTravel,bostravel,
BOTC,BotChain,botchain,
BOTS,Blockchain Of Things,blockchain-of-things,
BOX2,BeonBOX,beonbox,
BOX4,DefiBox,defibox,
BOXY,Boxycoin,boxycoin,
BOZZ,Bitozz,bitozz,
BPC2,BigProfitCoin,bigprofitcoin,
BPER,BLACKPANTHER,blackpanther,
BPET,Binapet,binapet,
BPLC,BlackPearl.Chain,blackpearlchain,
BPND,BitPound,bitpound,
BPT2,BlockPool,block-pool,
BPT3,Bitpayer Token,bitpayer-token,
BPT4,Bitpumps Token,bitpumps-token,
BR11,BR11,br11,
BR20,BullRun2.0,bullrun2-0,
BRAP,Brapper,brapper,
BRC2,Bitcoin Rock Cafe,bitcoin-rock-cafe,
BREW,CafeSwap,cafeswap,
BRI2,Baroin,baroin,
BRIK,BrikBit,brikbit,
BRIX,OpenBrix,openbrix,
BRKC,Brick,brick,
BRLN,Neutrino Brazilian real,neutrino-brl,
BRLT,BRLT,brlt,
BRM2,BERAMCOIN,beramcoin,
BRN3,BrunoCoin,brunocoin,
BRNK,Brank,brank,
BRT4,Barter Trade,barter-trade,
BRT5,Brastoken,brastoken,
BRTR,Barter,barter,
BRX2,BEEREX,beerex,
BRX3,BerryX,berryx,
BRZX,Braziliex Token,braziliexs-token,
BSC3,Benscoin,benscoin,
BSC4,BSC FARM,bsc-farm,
BSCM,BSC MASTER,bsc-master,
BSCX,BSCEX,bscex,
BSD2,BSD DeFi,bsd-defi,
BSKY,Bitcoin Sky,bitcoin-sky,
BSR2,BinStarter,binstarter,
BST1,Blueshare Token,blueshare-token,
BST3,Blueshare,blueshare,
BSX2,Basilisk,basilisk,
BSYS,BSYS,bsys,
BTA4,Bitcoin Asset,bitcoin-asset,
BTB2,Bitibu Coin,bitibu-coin,
BTC4,Bitcoin Millennium,bitcoin-millennium,
BTCE,EthereumBitcoin,ethereumbitcoin,
BTCS,BTCSHORT,btcshort,
BTCX,Bitscoin,bitscoin,
BTD2,Bitdollar Fund,bitdollar-fund,
BTD3,Bat Dollar,bat-dollar,
BTE2,BitEnergy,bitenergy,
BTE3,BTEcoin,btecoin,
BTEC,Brazil Technology,brazil-technology,
BTGS,BitDog Token,bitdog-token,
BTMG,Bitcademy Football,bitcademy-football,
BTML,Bitmillex,bitmillex,
BTNY,Bitney,bitney,
BTOP,Bitop,bitop,
BTR2,Bither Platform,bither-platform,
BTR3,Bitrue Coin,bitrue-coin,
BTRC,Bittrace,bittrace,
BTRM,Betrium,betrium,
BTSE,BTSE Token,btse-token,
BTSK,BitcoinBlink,bitcoinblink,
BTSL,Bitcoinsleek,bitcoinsleek,
BTT2,BIT.TEAM,bit-team,
BTU3,Bitsou,bitsou,
BTV3,Bitcoin EVO,bitcoin-evo,
BTWN,Bitway,bitway,
BTX2,Bitcoin X,bitcoin-x,
BTX3,Bitex Coin,bitex-coin,
BTY2,B2U COIN,b2u-coin,
BTZN,Batzen,batzen,
BUCC,Buccaneer V2,buccaneer-v2,
BULK,Bulk Trader,bulk-trader,
BUMN,BUMooN,bumoon,
BUR2,Buni Universal Reward,buni-universal-reward,
BURC,Buron,buron,
BUST,BUSTA,busta,
BVND,Binance Vietnamese Dong,binance-vietnamese-dong,
BVOL,FTX BTC Vol Token,1x-long-bitcoin-implied-volatility-token,
BWDT,Blackwave,blackwave,
BWT2,Bitwin,bitwin,
BWX2,BITWOEX,bitwoex,
BXC2,BOXIcoin,boxicoin,
BXC3,BtcEX,btcex,
BXM2,BitMED,bitmed,
BXMI,Bxmi,bxmi,
BXTB,BXTB,bxtb,
BYCO,BYCOIN NFT,bycoin-nft,
BYGB,Byte Global,byte-global,
BYN2,Beyond Finance,beyond-finance,
BYND,Beyondcoin,beyondcoin,
BYT3,Bytcoins,bytcoins,
BYT4,Byzbit,byzbit,
BYTE,BTC Network Demand Set II,btc-network-demand-set-ii,
BYTN,Bytncoin,bytncoin,
Bizc,Bizavest Analytics Platform,Bizc,
C.cx,Citigroup Inc Tokenized Stock,C.cx,
CADS,CryptoAdSolution,cryptoadsolution,
CADT,Canadian Stable Coin,canadian-stable-coin,
CADV,coinadvisor,coinadvisor,
CADX,CADX,cadx,
CAIZ,Caizcoin,caizcoin,
CANA,CannAvenue,cannavenue,
CAND,Canlead,canlead,
CANO,Cannacor,cannacor,
CAP2,CAPVERTO,capverto,
CAP3,Cap,cap,3040
CARR,Carnomaly,carnomaly,
CAS2,CariOS,carios,
CAS3,Cactus Finance,cactus-finance,
CASA,MICASA,micasa,
CASI,CASINO,casino1,
CAT1,CommunityAction,communityaction,
CAT3,Credit Application Token,credit-application-token,
CATX,CAT.trade Protocol,cat-trade-protocol,
CATZ,CatzCoin,catzcoin,
CBC1,CryptoBankCoin,cryptobankcoin,
CBC3,CityBlockCapital,cityblockcapital,
CBC5,CryptoBharatCoin,cbccoin,
CBC7,Carbon Coin,carbon-coin,
CBDC,Cannabcoin,cannabcoin,
CBDF,CBDoken,cbdoken,
CBET,CryptoBet,cryptobet,
CBK1,CBK,cbk,
CBLT,Cobalt,cobalt,
CBNT,Crypto Bull's NFT,crypto-bulls-nft,
CBP2,CashBackPro,cashbackpro,
CBT2,Cryptocurrency Business Token,cryptocurrency-business-token,
CBT3,Community Business Token,community-business-token,
CBT4,Cobalt Finance,cobalt-finance,
CBUK,CurveBlock,curveblock,
CCAR,CryptoCars,cryptocars,
CCC5,CryptoCashCow,cryptocashcow,
CCC9,Classic Car Coin,classic-car-coin,
CCDL,CryptoCannabisDispensaryLicense,cryptocannabisdispensarylicense,
CCET,CCET Project,ccet-project,
CCH3,ChainCash,chaincash,
CCHN,Celes Chain,celes-chain,
CCM2,CAR COIN,car-coin,
CCOS,CCoin,ccoin,
CCT2,Coupon Chain,coupon-chain,
CCTN,Connectchain,connectchain,
CCWT,Clear Cost,clear-cost,
CCX2,Crypto Circle eXchange,crypto-circle-x,
CCX4,Crypto Climate Exchange,crypto-climate-exchange,
CDC2,Crawdaddycoin,crawdaddycoin,
CDEX,Codex,codex,
CDL2,Custom Deal,custom-deal,
CDM2,Codemy,codemy,
CDPT,Creditor Data Platform,creditor-data-platform,
CDS3,Commercial Data Storage,commercial-data-storage,
CEFS,Cryptopia Fee Shares,cryptopiafeeshares,
CELL,Cellframe Token,cellframe-token,
CENT,Centcoin,centcoin,
CERE,Cere Network,cere-network,
CET2,Chaince,chaince,
CEUR,Celo Euro,celo-euro,
CFGT,Cardonio,cardonio,
CFLO,ChainFlowers,chainflowers,
CFLU,Coinfluence,coinfluence,
CFND,Cryptfunder,cryptfunder,
CFT1,CryptoFluenceToken,cryptofluencetoken,
CFT2,CoinBene Future Token,coinbene-future-token,
CFXQ,CFXQuantum Token,cfxquantum-token,
CGC2,Cash Global Coin,cash-global-coin,
CGMT,ClickGem Token,clickgem-token,
CHAL,Chalice Finance,chalice-finance,
CHBR,Criptohub,criptohub,
CHBY,ChubbyBoy,chubbyboy,
CHE2,CherrySwap,cherryswap,
CHEX,CHEX,chex,
CHFX,CHFX,chfx,
CHIK,Chicken Kebab Finance,chicken-kebab-finance,
CHIN,Chin Inu,chin-inu,
CHMF,Chamomile.finance,chamomile-finance,
CHOP,Porkchop,porkchop,
CHR2,CHERR.IO,cherr-io,
CHRS,Cheers,cheers,
CHRY,Cherry,cherry,
CHT2,ClinicAll,clinicall,
CHTX,Chatex,chatex,
CICO,Crowd ICO,cico,
CINX,CINDX,cindx,
CIPX,Colletrix,colletrix,
CIR2,Circulate,circulate,
CIR3,CircleSwap,circleswap,
CITA,CitaBit,citabit,
CITS,Crypto Intelligence Trading System,crypto-intelligence-trading-syst,
CITY,CITYUPTAKE,cityuptake,
CIV2,Civil Solution,civil-solution,
CIYA,Cryptoriya,cryptoriya,
CKCT,CLINK,clink,
CLCT,CollectCoin,collectcoin,
CLIQ,DefiCliq,deficliq,
CLN2,Cryptolancers,cryptolancers,
CLOG,CLO Gold,clo-gold,
CLP3,Color Pets,color-pets,
CLVA,CLEVER,clever,
CLX4,CasperLabs,casperlabs,
CLX5,CoinClix,coinclix,
CMAP,CriptoMap,criptomap,
CMB2,Creatanium,creatanium,
CMC2,Crypto Market Cloud,crypto-market-cloud,
CMC4,CryptoMiningCoin,cryptominingcoin,
CMLT,CamelToken,cameltoken,
CMRA,Chimera,chimera,
CNB2,Coinsbit Token,coinsbit-token,
CND2,Cannadrix,cannadrix,
CNHF,CNH FANS,cnh-fans,
CNOD,Crypto Noda,crypto-noda,
CNSC,Crown Service Coin,crown-service-coin,
CNT2,Cyber Network Token,cyber-network-token,
CNVT,Conventment,conventment,
CNX2,CoFinex,cofinex,
CNXT,Crowdnext,crowdnext,
CNYN,Neutrino Chinese Yuan,neutrino-chinese-yuan,
CNYX,CNYX,cnyx,
COAT,CoArt,coart,
COCO,BitcoinCorner,bitcoincorner,
CODE,Code of Talent,code-of-talent,
CODI,Custodi,custodi,
CODX,CodexCoin,codexcoin,
COFE,CoffeeSwap,coffeswap,
COG2,Cognida,cognida,
COG3,Cogenero,cogenero,
COI2,Carbon Offset Initiative,carbon-offset-initiative,
COIL,COIL,coil,
COL2,Color Platform,colorplatform,
COLA,ColaToken,colatoken,
COM2,Coliseum,coliseum,
COMB,Combine.Finance,combine-finance,
COMM,Crypto Commonwealth,crypto-commonwealth,
CON3,Coin of Nature,coin-of-nature,
CONT,ConteNFT,contenft,
CONV,Convergence Finance,convergence-finance,
COOM,CoomCoin,coomcoin,
COR2,Coreto,coreto,
CORA,Corra.Finance,corra-finance,
CORD,Cord DeFi,cord-defi,
CORN,BITCORN,bitcorn,
COSH,Coinship,coinship,
COSX,Cosmecoin,cosmecoin,
COT2,Cosplay Token,cosplay-token,
COT3,Coinet,coinet,
COW2,Cowboy.Finance,cowboy-finance,
COW3,CoinWind,coinwind,
CP3R,Compounder.Finance,compounder,
CPAC,Compact,compact,
CPC3,Cryptonia Poker,cryptonia-poker,
CPD2,СoinsPaid,coinspaid,
CPE2,Coinpayex,coinpayex,
CPHR,PolkaCipher,polkacipher,
CPHX,Crypto Phoenix,crypto-phoenix,
CPOO,Cockapoo,cockapoo,
CPS3,Cash Per Scan,cps-coin,
CPT4,CPTBLE,cptble,
CPTS,Cryptune,cryptune,
CPX2,CareParrot,careparrot,
CPX3,Crypxie,crypxie,
CRC4,CryptoChain,cryptochain-token,
CRD2,UniverseCreditcoin,universecreditcoin,
CRDT,CRDT Token,crdt-token,
CRE3,Slice,slice,
CREV,CryptoRevolution,cryptorevolution,
CRL2,Coral Farm,coral-farm,
CRMT,Cremit,cremit,
CRO3,Cronos Coin,cronos-coin,
CROW,Crow Finance,crow-finance,
CRP2,Cross Finance,crypton-token,
CRT2,CROWDLITOKEN,crowdlitoken,
CRT3,Carrot Finance,carrot-finance,
CRT5,Creon Token,creon-token,
CRTL,Cartel,cartel-chain,
CRTX,CryptonX,cryptonx,
CRV2,Cravy,cravy,
CRV8,Cryptov8,cryptov8,
CRWD,CRWD Network,crwd-token,
CRX2,CryptEx,cryptex,
CRX3,CRYPEX TOKEN,crypex-token,
CRYO,CryoFuel,cryofuel,
CSBY,Coinsby,coinsby,
CSC2,City Smart Coin,city-smart-coin,
CSM2,Consortium,consortium,
CSPC,CSPC,cspc,
CSTR,CoreStarter,corestarter,
CSTT,Crest Token,crest-token,
CSX2,Coinstox,coinstox,
CTB2,Contrib,contrib,
CTC2,CatolicCoin,catoliccoin,
CTC4,Creditcoin,creditcoin-token,
CTF2,Cointify,cointify,
CTKN,Curazion,curatoken,
CTMN,Cryptomaniac,cryptomaniac,
CTN2,Cetan,cetan,
CTN3,Core Token,core-token,
CTO2,Cherry Cube,cherry-cube,
CTR2,CryptoTalker,cryptotalker,
CTR3,Cointread,cointread,
CTR5,Cryptourism,,
CTRS,Cryptotraders Cash,cryptotraders-cash,
CUB2,Cub Finance,cub-finance,
CUBO,Cubomania,cubomania,
CUDL,Cudl Finance,cudl-finance,
CULT,Cultivated Finance,cultivated-finance,
CURV,CryptoCurve,cryptocurve,
CUT2,Carbon Utility Token,carbon-utility-token,
CVC2,CloudVinylCoin,cloudvinylcoin,
CVTC,Cavatcoin,cavatcoin,
CWC2,Cloud Warehouse Chain,cloud-warehouse-chain,
CWEX,CWEX,cwex,
CWR2,Cowrium,cowrium,
CXC2,clipX,clipx,
CYBG,Cybergame,cybergame,
CYC2,CYCoin,cycoin,
CYPX,CyberPixel.io,cyberpixel-io,
CYTR,CYCLOPS TREASURE,cyclops-treasure,
DAC3,DACoin,dacoin,
DACX,Digital Asset & Commodity Exchange,digital-asset-and-commodity-exch,
DAFT,DaftCoin,daftcoin,
DAGO,Dago Mining,dago-mining,
DAIQ,Daiquilibrium,daiquilibrium,
DALA,Wala,wala,
DANS,DANS,dans,
DAPG,DapCash,dapcash,
DARA,Immutable,immutable,
DASV,DASH SV,dash-sv,
DAVP,Davion,davion,
DBCC,DataBlockChain,datablockchain,
DBT5,DOBI Token,dobi-token,
DBT6,Dubai Token,dubaitoken,
DCC2,Dcashcoin,dcashcoin,
DCG2,Daily Crypto Giveaway,daily-crypto-giveaway,
DCH1,DeChart,dechart,
DDCT,Digital Dollar Coin,digital-dollar-coin,
DDD2,LoveBlock.one,loveblockone,
DDFI,DealDefi Network,dealdefi-network,
DDRT,DigiDinar Token,digidinar-token,
DDTG,Davecoin,davecoin,
02-Dec,DEC Power,dec-power,
DECA,DECA,deca,
DECH,Decash,decash,
DEED,Deedcoin,deedcoin,
DEFO,DefHold,defhold,
DEMA,Demetracoin,demetracoin,
DEOR,DEOR,deor,
DEOS,DEOS,deos,
DERC,DeRace,derace,
DESC,DESCOUNT,descount,
DESI,DESICO,desico,
DESO,Decentralized Social,bitclout,
DETF,dETF,detf,
DETS,Dextrust,dextrust,
DEUS,Deus Dao,deus-dao,
DEVE,Divert Finance,divert-finance,
DEXG,Dextoken,dextoken,
DFI2,DEFIQA,defiqa-token,
DFIO,DeFi Omega,defi-omega,
DFT3,DeFiat,defiat,
DFX2,DeFireX,defirex,
DFX3,DEFIX,defix,
DFYN,Dfyn,dfyn,
DGCT,Digital Credit,digital-credit,
DGTT,DigitalGeoTreasureToken,digitalgeotreasuretoken,
DGVC,DegenVC,degenvc,
DHC2,dClinic,dclinic,
DHT2,DeHedge,dht,
DIC1,DIC Token,dic-token,
DICO,Dice Coin,dice-coin,
DIEM,Diem,diem,
DIG1,digitize,digitize,
DIGI,DigiShares,digishares,
DING,DingTools,dingtools,
DINO,Dino Exchange,dino-exchange,
DINU,Dogey-Inu,dogey-inu,
DIO2,Deimos Token,deimos-token,
DION,DionCoin,dioncoin,
DIP2,Dipper Network,dipper-network,
DIP3,Deipool,deipool,
DIP4,Dipper,dipper,
DIPC,DipChain,dipchain,
DISC,Discoperi,discoperi,
DITN,DITN,ditn,
DIVT,Dividends Token,dividends-token,
DIYT,DIY Tube Coin,diy-tube-coin,
DKT2,Duelist King,duelist-king,
DLC2,Delirium,delirium,
DLCX,Grayscale Digital Large Cap Fund,grayscale-digital-large-cap-fund,
DLLR,Dollero Technology,dollero-technology,
DLN3,Delorean Coin,delorean-coin,
DMC2,DarcMatter Coin,darcmatter-coin,
DMC3,DeMars,demars,
DMC4,DoubleMoonCat,doublemooncat,
DMD2,DMD,dmd,
DMST,DMST,dmst,
DMTR,Dimitra Token,dimitra-token,
DMX2,DYMMAX,dymmax,
DNA3,Metaverse Dualchain Network Architecture,dualchain-network-architecture,
DNET,DeNet,denet,
DNP2,DNP Chain,dnp-chain,
DNSX,BlockchainDNSNetwork,blockchaindnsnetwork,
DNTC,Donate Chain,donate-chain,
DNXC,DinoX,dinox,
DOBE,Dobetoken,dobetoken,
DOC2,Dollar on Chain,dollar-on-chain,
DOCT,DocTailor,doctailor,
DOG2,DogeSamurai,dogesamurai,
DOGO,DogemonGo,dogemongo,
DOGZ,Dogz,dogz,
DOM2,Diamond Open Market,diamond-open-market,
DOMI,Domitai,domitai,
DON2,DEONEX COIN,deonex-coin,
DONK,Donkey,donkey,
DOP2,Drops,drops,
DOS2,Dezos,dezos,
DOTX,DeFi of Thrones,defi-of-thrones,
DRAY,d.RAY,dray,
DRC2,Dracula Protocol,dracula-protocol,
DRK2,Draken,draken,
DRM2,DoDreamChain,dodreamchain,
DRMR,Dreamr,dreamr,
DRN2,DORON,doron,
DRS2,Dragon Slayer,dragon-slayer,
DRV3,Dravite,dravite,
DSCN,Discoin,discoin,
DSCP,Disciplina,disciplina,
DSFR,Digital Swiss Franc,digital-swiss-franc,
DSS2,Defi Shopping Stake,defi-shopping-stake,
DST4,Distichain,distichain,
DSYS,DSYS,dsys,
DTE2,Data Exchange,data-exchange,
DTEX,Dirtrex,dirtrex,
DTN3,Detreum,detreum,
DTOP,DTOP Token,dtop-token,
DTT2,DataTrading,dark-tron-token,
DTX2,Detox,detox,
DTXD,DonTRONDraw,dontrondraw,
DUCK,Duck DAO,duck-dao,
DUSA,MEDUSA,medusa,
DUSD,DefiDollar,defidollar,
DVX2,Derivex,derivex,
DXC2,Daox,daox,
DXC3,Dex-Trade Exchange Token,dex-trade-exchange-token,
DXCT,DNAxCAT Token,dnaxcat-token,
DXT2,Dexit Finance,dexit-finance,
DXTS,Destiny Success,destiny-success,
DYNO,DynoSwap Token,dynoswap-token,
DYNS,DYNS,dyns,
DYOR,DYOR,dyor,
DZAR,Digital Rand,multi-stable-dzar,
DiTe,Digital Telecom,DiTe,
DoF2,Doorfinance,doorfinance,2924
EARN,Yearn Classic Finance,yearn-classic-finance,
EARS,Ferengi Vaults,ferengi-vaults,
EBAY,Ethbay,ethbay,
EBC2,eBUY Coin,ebuy-coin,
EBIT,eBIT,ebit,
EBT3,ETERBIT,eterbit,
ECDF,EasyCoinDigitalFreedom,easycoindigitalfreedom,
ECHG,eCharge.work,echargework,
ECIT,EternalCasino Invest,eternalcasino-invest,
ECN2,E-Coin Network,e-coin-network,
ECO1,TRAN,tran,
ECO2,TRANSYS,transys,
ECO5,ECO,eco5,
ECOC,ECOChain,ecochain,
ECRT,Earthcrypt Token,earthcrypt-token,
ECT2,Eloncity,eloncity,
ECT3,Eurocoinpay,eurocoinpay,
ECT5,Ethereum Chain Token,ethereum-chain-token,
ECTO,Open Collectors Network,open-collectors-network,
ECXX,ecxx.com,ecxx-com,
EDC2,eDiscovery Coin,ediscovery-coin,
EDOS,East2,east2,
EDUX,Edufex,edux,
EDX2,EDX Token,edx-token,
EDXA,EDXA Labs Token,edxa-labs-token,
EEE2,Energy Efficient Ethereum,energy-efficient-ethereum,
EGC1,Euro Gold Coin,euro-gold-coin,
EGCI,Eggs Crypto Invest,eggs-crypto-invest,
EGG1,EGG,egg,
EGG2,Fry Egg,fry-egg,
EGG6,Cocoricos,cocoricos,
EGOD,Dogereversed,dogereversed,
EGPT,EGPTEX,egyptoken,
EHrT,8Hours,8hours,
ELAD,ELAD Network,elad-network,
ELC2,Electrominer,electrominer,
ELC3,ELCoin,elcoin,
ELD2,ETH.limiteD,eth-limited,
ELE2,Elevate,elevate,
ELEN,EILENA,eilena,
ELNC,EloniumCoin,eloniumcoin,
ELOC,eLocations,elocations,
ELON,Dogelon Mars,dogelon-mars,
ELYX,Elynet,elynet,
EMAX,Elon MaxxX,elon-maxxx,
EMB2,Emiba,emiba,
EMON,Ethermon,ethermon,
EMOT,Sentigraph.io,sentigraph-io,
EMT3,easyMINE,easymine,
EMT4,Memority,memority,
ENCN,EndChain,endchain,
ENCX,Encrybit,encrybit,
ENJ1,ENJOINT,enjoint,
ENK2,Enkronos,enkronos,
ENOD,ENOD,enod,
ENOL,Ethanol,ethanol,
ENV2,Envienta,envienta,
ENV3,ENV Finance Token,env,
ENX2,Enex.Space,enex-space,
EOC2,EroticCoin,eroticcoin,
EOS2,EYE ON THE SKY,eye-on-the-sky,
EOSG,eos-gold,eos-gold,
EOT2,EON Protocol,eon-protocol,
EPAN,Paypolitan Token,paypolitan-token,
EPAY,EPay,epay,
EPC2,Energy Premier,energy-premier,
EPC5,EPC,epc,
EPCH,ElonPooch,elonpooch,
EPIK,Epik Prime,epik-prime,
EPL2,Explorecoin,explorecoin,
EPSI,Epsilon,epsilon,
EPWR,Ethereum Power,ethereum-power,
ERA2,ERAToken,eratoken,
EROC,Emerald Rockets,emerald-rockets,
ERON,ERON,eron,
EROS,Erosion,erosion,
ESAX,ESAX,esax,
ESC2,Elastic,elastic-token,
ESN3,EscudoNavacense,escudonavacense,
ESPI,SPIDER ECOLOGY,spider-ecology,
ESRC,ESR Coin,esr-coin,
ESRT,EsperanToken,esperantoken,
EST3,EvenToken,eventoken,
ESWA,EasySwap,easyswap,
ETAS,ETH Trending Alpha ST,eth-trending-alpha,
ETC1,EntonaX,entonax,
ETE2,Ethercoin,ethercoin,
ETFC,EtradeToken,etradetoken,
ETH2,Kraken ETH2,enercom-ag,
ETHA,ETHA Lend,etha-lend,
ETHE,Grayscale Ethereum Trust,grayscale-ethereum-trust,
ETHW,Ethereum Wizard,ethereum-wizard,
ETK2,Eternetwork,eternetwork,
ETL2,Etherlite,etherlite,
ETLT,Ethereum Lightning,ethereum-lightning,
ETM3,EtherMan Token,etherman-token,
ETNX,Electronero,electronero,
ETNY,Ethernity CLOUD,ethernity-cloud,
ETPP,Ethereum Panda,ethereum-panda,
ETRX,traaittPlatform,traaittplatform,
ETT2,Eternal Trusts,eternal-trusts,
ETX2,Etxcoin,etxcoin,
ETX4,Etheradium,etheradium,
EUCX,European Cryptocurrency Exchange,european-cryptocurrency-exchange,
EUM2,Walleteum,walleteum,
EURN,Neutrino Euro,neutrino-euro,
EURU,Upper Euro,upper-euro,
EURX,eToro EURX,eurx,
EUSD,eUSD,eusd,
EVC3,Eco Value Coin,eco-value-coin,
EVE2,EVE Media Platform,eve-media-platform,
EVER,EverLife.AI,everlife-ai,
EVO1,EVO,evo,
EVO2,Ethavo Token,ethavo-token,
EVO3,DApp Evolution,dapp-evolution,
EVO4,Evolution,evolution,
EWOK,EWOKS,ewoks,
EXC3,Excolony,excolony,
EXIP,EXIP,exip,
EXO4,Exodus,exodus,
EXOE,Exortion,exortion,
EXP2,Exchange Payment Coin,exchange-payment-coin,
EXP3,EXPANTOS,expantos,
EXPO,Expocoin,expocoin,
EXPR,Expercoin (Private-Sale),expercoin,
EXSE,Exchase,exchase,
EXTP,TradePlace,tradeplace,
EXY2,Externity,externity,
EYES,EYES Protocol,eyes-protocol,
EZRA,EZRA Token,ezra-token,
EZT2,EzyStayz,ezystayz,
F.cx,Ford Motor Co Tokenized Stock,F.cx,
F0ME,F0ME,f0me,
FABA,Faba Invest,faba-invest,
FACT,Fee Active Collateral Token,fee-active-collateral-token,
FAKE,KAOSKANDY,kaoskandy,
FAME,FAME,fame,
FAN2,Fan360,fan360,
FAN3,FAN Protocol,fan-protocol,
FAN4,Fanadise,fanadise,
FANC,FanCircle,fancircle,
FANZ,FanChain,fanchain,
FARM,FARMcoin,farmcoin,
FBC3,Fightbackcoin,fightbackcoin,
FBFC,Frist BIT none-Fungible Coin,frist-bit-none-fungible-coin,
FBT2,FineBit,finebit-token,
FC24,Freecoins24,freecoins24,
FCC1,FreeCoinCash,freecoincash,
FCC5,Full Circle Coin,full-circle-coin,
FCH2,Freecash,freecash,
FCL3,Free Crypto Lotto,freecryptolotto,
FDC2,Food Chain,food-chain,
FDO2,Firdaos,firdaos,
FEED,Feedchain,feedchain,
FELA,FELA Token,fela-token,
FERN,Fern,fern,
FETH,Eth2 futures,eth2-futures,
FEX2,FEX Token,fex-token,
FFC2,FluzCoin,fluzcoin,
FFCT,FortFC Token,fortfc-token,
FGC3,FEGCASH,fegcash,
FIBO,Fibonacci,fibonacci,
FIC3,FinCredit Protocol,fincredit-protocol,
FICO,French ICO,french-ico,
FILM,Filmgrid,filmgrid,
FILO,Filotech,filotech,
FIMK,FIMKrypto,fimkrypto,
FIN3,Financio,financio,
FIT2,Financial Investment Token,financial-investment-token,
FIWA,Defi Warrior,defi-warrior,
FLEX,TrustedCars Flex,trustedcars-flex,
FLIX,CryptoFlix,cryptoflix,
FLLM,FullMoon,fullmoon,
FLT2,FLAToken,flatoken,
FLT3,Flit Token,flit-token,
FLUX,FLUX Gaming,flux-gaming,
FLX2,Felixo Coin,felixo-coin,
FLXC,Freelanex,freelanex,
FLY2,Flysio Token,flysio-token,
FLY3,Fly Token,fly-token,
FMT2,Finminity,finminity,
FNB2,FinexboxToken,finexboxtoken,
FNDZ,FNDZ,fndz,
FNL2,Ad Funnel,ad-funnel,
FNSP,Finswap,finswap,
FOCV,FOCV,focv,
FOHO,FohoCoin,fohocoin,
FOMP,Fompound,fompound,
FOTO,Fotocoin,fotocoin,
FOX3,Fileox,fileox,
FOX5,FOX,fox,
FOXI,Pink Fox,pink-fox,
FRDZ,FRIENDZONE,friendzone,
FREL,Freela,freela,
FRMX,FRMx Token,frmx-token,
FRND,Friend,friend,
FROG,CryptoFrog.Finance,cryptofrog-finance,
FRRN,Ferron,ferron,
FRTS,FRUITS,fruits,
FSMN,FiveStarMiningNetwork,fivestarminingnetwork,
FSSN,FissionSwap,fissionswap,
FSTB,FastBor,fastbor,
FSTX,Frostbyte,frostbyte,
FSXA,FlashX Advance,flashx-advance,
FTC2,Flas Token,flas-token,
FTC3,FutureCoin,futurecoin,
FTKA,FTKA,ftka,
FTO2,FiveToken,fivetoken,
FTST,FootStar,footstar,
FTX2,Fortune Exchange,fortune-exchange,
FUCO,Futbol Coin,futbol-coin,
FUDD,DimonCoin,dimon-coin,
FUN2,TronFun Token,tronfun-token,
FUR2,Pagan Gods,pagan-gods,
FUSE,Fuse,fuse,
FWLT,Fabwelt,fabwelt,
FXC2,FOREXCOIN,forexcoin,
FXC3,FUTUREXCRYPTO,futurexcrypto,
FXF2,Fenix,fenix-finance,
FXS3,Flexstay,flexstay,
FXTR,Foxytrade,foxytrade,
G-Fi,Gorilla-Fi,gorilla-fi,
GAC5,Gaia Chain,gaia-chain,
GAFI,GameFi,gamefi,
GARK,Tadpole Chain,game-ark,
GASG,Gasgains,gasgains,
GAT2,Get Achieve,get-achieve,
GATE,G.A.T.E,gate,
GAUF,GAUGECASH,gaugefield,
GAUS,GAUS,gaus,
GAUX,Gauntlet eSport,gauntlet/esport,
GBAT,Grayscale Basic Attention Token Trust,grayscale-bat-tokenized,
GBPX,eToro GBPX,gbpx,
GBT3,Grabity,grabity,
GBTC,Grayscale Bitcoin Trust,GBTC,
GCBN,Gas Cash Back,gas-cash-back,
GCC2,GameChain,game-chain,
GCX3,Global Crypto Exchange Token,global-crypto-exchange-token,
GDEM,TEN Token,ten-token,
GDOG,GoldenDog,goldendog,
GDT2,Globe,globe,
GEAR,Smart Gear,smart-gear,
GEC2,The Company Green Energy,the-company-green-energy,
GEC3,Geco.one,geco-one,
GEEM,Geem,geem,
GEM2,GemSwap,gemswap,
GEM3,Cargo Gems,cargo-gems,
GENS,Genshiro,genshiro,3032
GEON,Geon,geon,
GERM,Germchain,germchain,
GET3,Get Do It,get-do-it,
GET4,Gire Token,gire-token,
GEX1,Genex,genex,
GFC3,Green Funding Coin,green-funding-coin,
GFC4,Gerfin Coin,gerfin-coin,
GFIL,Grayscale Filecoin Trust,grayscale-filecoin-tokenized,
GFNC,GrafenoCoin,grafeno-coin,
GGC3,GG World Lottery,gg-world-lottery,
GGC4,Gingr,gingr,
GIGJ,Gigajoule,gigajoule,
GIO2,GOLD.IO,gold-io,
GIV2,CryptoLocally,cryptolocally,
GLAD,Gladius Finance,gladius-finance,
GLB2,GLBrain,gl-brain,
GLB3,GLB Coin,glb-coin,
GLB4,Globoni,globoni,
GLD2,Goldario,goldario,
GLDC,Golden Lead,golden-lead,
